Gene,log2FoldChange,baseMean,pvalue
ENSG00000182902,-0.222639428,50.51757061,0.396873324
ENSG00000127838,-0.137303694,626.2034014,0.397014064
ENSG00000100483,0.13349641,336.1165868,0.397084123
ENSG00000086712,-0.212326989,2371.499827,0.397148201
ENSG00000029363,0.130305374,6398.313067,0.397544209
ENSG00000072110,0.114932882,7914.096056,0.397543085
ENSG00000239887,0.180979388,436.9111484,0.39755873
ENSG00000138081,-0.097427644,1056.453898,0.397508178
ENSG00000145996,-0.140571585,544.2193299,0.397566579
ENSG00000159921,-0.190624717,516.168634,0.397435259
ENSG00000170275,-0.146455465,3900.688314,0.397468555
ENSG00000005059,-0.182771367,271.8855749,0.398117346
ENSG00000187778,-0.094050799,1936.547228,0.398042139
ENSG00000173621,0.13794309,779.716378,0.398235836
ENSG00000023191,0.111198864,988.5502135,0.398238216
ENSG00000135372,0.089049935,2918.02339,0.398177814
ENSG00000149474,-0.117185351,864.3977196,0.398590761
ENSG00000185436,-0.143423704,373.7420575,0.398551229
ENSG00000163002,-0.158066702,888.4608733,0.398602028
ENSG00000097033,-0.13683774,1339.328552,0.398875203
ENSG00000157224,0.153597049,2804.444711,0.399173541
ENSG00000128585,0.15729436,1311.054154,0.399205042
ENSG00000091436,0.148683043,670.5763359,0.399203905
ENSG00000118162,-0.127470883,513.5243518,0.399138157
ENSG00000119865,-0.200295692,75.37603581,0.399301429
ENSG00000187068,-0.194435869,131.7144549,0.399457555
ENSG00000130208,0.164493256,875.772526,0.399762014
ENSG00000171861,-0.134130937,492.7920122,0.39986463
ENSG00000029725,0.098333672,1976.805851,0.399871112
ENSG00000106993,-0.121499031,588.0279932,0.399876401
ENSG00000183340,-0.141545506,485.2814082,0.3998569
ENSG00000165240,0.146062978,242.2204425,0.39964561
ENSG00000183723,-0.105994624,2388.789782,0.399670346
ENSG00000176222,0.206884151,95.07445846,0.399950323
ENSG00000147118,-0.140868298,392.3792525,0.400176585
ENSG00000171681,-0.173674885,2625.3001,0.400594546
ENSG00000265519,-0.201452987,50.46230054,0.400502938
ENSG00000164941,0.149474297,1720.022027,0.400404947
ENSG00000044524,0.199582229,209.8944844,0.400605758
ENSG00000010539,0.132152521,243.9484081,0.400519122
ENSG00000197563,0.133553242,1140.171773,0.40060345
ENSG00000107736,-0.164266467,220.0682835,0.400637703
ENSG00000164011,-0.112989789,458.3214419,0.400585195
ENSG00000143614,-0.140060478,1147.15828,0.400535998
ENSG00000196696,0.171378176,388.6607544,0.401018382
ENSG00000157978,-0.1118681,458.6679005,0.401139849
ENSG00000176974,-0.110560304,1087.974943,0.400921556
ENSG00000030066,0.142471749,4696.157076,0.401164928
ENSG00000185052,0.217784224,217.2273821,0.400969629
ENSG00000232063,0.181224963,82.01165163,0.401163639
ENSG00000263874,-0.219925282,71.66279717,0.401444775
ENSG00000120784,-0.155972263,294.6030937,0.401447254
ENSG00000198914,0.16382897,329.2634131,0.401420658
ENSG00000173653,0.146225015,855.9645362,0.401326864
ENSG00000169288,-0.15572851,496.1603913,0.401372373
ENSG00000126787,-0.151845442,4915.129916,0.401536961
ENSG00000104164,0.097303261,1798.862104,0.401790898
ENSG00000179041,-0.144961796,831.7085945,0.401671472
ENSG00000197375,0.149278422,217.8284691,0.401756063
ENSG00000167925,-0.147743489,376.193119,0.401736857
ENSG00000071655,-0.108959836,1297.228305,0.401956029
ENSG00000182220,0.142175763,4036.143435,0.401922043
ENSG00000247572,-0.154362975,211.1338133,0.402021289
ENSG00000152439,-0.148639247,156.8006396,0.402137943
ENSG00000164463,-0.192679977,233.9684813,0.40221672
ENSG00000229036,0.174787413,114.0967264,0.402294834
ENSG00000110931,0.105241434,1497.246051,0.402357591
ENSG00000115129,-0.135816269,585.0657001,0.402410699
ENSG00000176165,0.212258054,51.51004769,0.402588577
ENSG00000130227,-0.111689598,3625.411039,0.402688592
ENSG00000122085,0.110624729,745.2610162,0.402961574
ENSG00000268119,0.155106856,756.6555925,0.402918211
ENSG00000196449,-0.150183925,368.0848496,0.403136179
ENSG00000064607,0.11869045,4376.867092,0.403270521
ENSG00000152475,-0.163804002,97.93103211,0.403242811
ENSG00000158864,-0.120407485,2675.714866,0.40347482
ENSG00000105971,0.218685658,47.94364778,0.403430968
ENSG00000063244,0.122693952,6344.283104,0.403663879
ENSG00000050405,0.124884627,1971.311583,0.403615568
ENSG00000221955,0.206034048,424.6243213,0.403534326
ENSG00000176444,0.124223499,2354.153276,0.403563381
ENSG00000253276,-0.158289017,250.5941568,0.403775111
ENSG00000179044,-0.195965529,45.65919845,0.403827897
ENSG00000110975,0.212185066,87.44345333,0.404022818
ENSG00000035141,-0.127564639,2281.581443,0.404037498
ENSG00000175793,-0.181754217,57.85704082,0.403994334
ENSG00000260482,0.193352787,215.6053746,0.404285598
ENSG00000065526,0.112528148,3565.124176,0.404321396
ENSG00000273449,0.203454464,57.81392137,0.404510114
ENSG00000082213,-0.156512211,960.831961,0.404552562
ENSG00000100883,-0.103084203,1782.357842,0.404702654
ENSG00000196409,-0.183843418,81.28377127,0.404769882
ENSG00000120318,0.169292594,2240.76854,0.404951688
ENSG00000176595,-0.187303101,429.2329382,0.404989988
ENSG00000133104,-0.195699934,1716.457934,0.404960229
ENSG00000184985,0.217293059,110.4597631,0.405051048
ENSG00000005238,0.14635021,277.432173,0.40510264
ENSG00000152464,-0.143752434,210.852279,0.405251201
ENSG00000168283,0.150990731,195.6891959,0.405275962
ENSG00000135956,0.158388626,1278.493783,0.405372731
ENSG00000196850,-0.12255459,822.0156868,0.405363831
ENSG00000164897,-0.137852791,999.7682428,0.405642842
ENSG00000119638,0.164026324,2564.045327,0.405565687
ENSG00000166965,0.137763578,1064.013981,0.40562099
ENSG00000174775,0.152728848,521.0652443,0.405513793
ENSG00000119707,0.116227397,9026.950433,0.405846551
ENSG00000085788,-0.178821595,746.6916053,0.405865047
ENSG00000171443,-0.189240712,50.50148987,0.406098328
ENSG00000065057,-0.12872754,545.8840383,0.406054482
ENSG00000197928,-0.195216638,724.949925,0.406058136
ENSG00000162521,-0.115544865,5773.04895,0.406404025
ENSG00000196967,-0.200137005,225.4573231,0.40662426
ENSG00000142945,-0.152979394,2649.937772,0.406658572
ENSG00000100767,0.171346783,1196.274655,0.406631101
ENSG00000243335,0.191128271,652.503791,0.40671303
ENSG00000143322,-0.125983073,1135.462822,0.406991389
ENSG00000132274,-0.209956189,1573.267347,0.40700145
ENSG00000151617,0.176180509,200.4185768,0.406909003
ENSG00000112531,0.13055683,7193.681305,0.407697703
ENSG00000158023,-0.205619801,69.43025025,0.407495231
ENSG00000196083,-0.21239243,224.8296658,0.407414515
ENSG00000130714,0.14995407,1206.608052,0.407383029
ENSG00000115380,0.132945963,745.1142664,0.407700814
ENSG00000187325,-0.122169567,1132.723463,0.407386659
ENSG00000152377,0.198884376,688.3730761,0.407378873
ENSG00000021762,-0.118246107,324.1001502,0.407684097
ENSG00000213121,0.204406714,88.28606744,0.407718622
ENSG00000187953,-0.135438019,338.009636,0.407170323
ENSG00000140577,-0.141952345,256.0179106,0.407639197
ENSG00000103550,-0.147516676,1038.608837,0.407567058
ENSG00000121542,-0.115466584,239.1394216,0.407860005
ENSG00000101265,0.181167244,585.7345162,0.407846056
ENSG00000115464,0.143340513,2658.422834,0.407926606
ENSG00000163161,0.093475471,1757.446596,0.408012806
ENSG00000129925,0.142473098,2963.422512,0.408110201
ENSG00000172164,0.155098948,535.0798241,0.40828892
ENSG00000143515,0.110618056,2674.487244,0.408335263
ENSG00000157106,0.091488451,5223.292298,0.408417102
ENSG00000258289,-0.170592951,390.4246393,0.4088199
ENSG00000167874,-0.217413653,89.08447164,0.408831046
ENSG00000198728,0.092254322,2194.100512,0.408807166
ENSG00000108064,-0.132049012,2561.793283,0.408842346
ENSG00000006114,0.105350896,1461.829098,0.408791002
ENSG00000163738,0.1209783,288.2418754,0.408958096
ENSG00000164879,-0.216442559,82.0148001,0.408908436
ENSG00000105401,-0.104275381,4217.94039,0.409058209
ENSG00000171867,-0.196087176,876.786582,0.409338018
ENSG00000242539,-0.206438485,151.2564174,0.409198068
ENSG00000267080,0.161543703,166.0235315,0.409345749
ENSG00000152092,0.189320168,615.6701824,0.409262088
ENSG00000132122,0.163849055,411.8562079,0.409409147
ENSG00000165424,-0.190382528,321.4071408,0.409496562
ENSG00000079819,0.151520138,3986.864609,0.409612768
ENSG00000101574,-0.104342286,420.6427996,0.409778576
ENSG00000234585,0.141457502,337.9007213,0.409773776
ENSG00000198089,0.122168219,760.1852363,0.410399607
ENSG00000139734,0.133483067,892.0472785,0.410437466
ENSG00000178752,-0.207598663,66.13615223,0.410383469
ENSG00000166825,-0.160657556,167.8584793,0.410405199
ENSG00000216775,0.188584344,508.3316681,0.410294818
ENSG00000149260,-0.143628537,690.613283,0.410542725
ENSG00000129355,0.191802803,70.10271433,0.410517506
ENSG00000198715,0.144181588,894.5529901,0.410909544
ENSG00000181790,0.177246205,495.9174296,0.41091956
ENSG00000020922,-0.11313199,960.979221,0.410947019
ENSG00000253230,0.209190918,2259.281225,0.410814048
ENSG00000130559,0.109597012,2082.356457,0.410818047
ENSG00000105538,-0.202842557,158.7334351,0.410719581
ENSG00000101442,0.100025762,431.7710821,0.411138261
ENSG00000100612,0.132755543,980.7996573,0.411104867
ENSG00000126218,-0.200842322,116.8485063,0.411455472
ENSG00000135148,-0.089534058,959.3439691,0.411532644
ENSG00000131944,-0.150712782,116.6761439,0.411484103
ENSG00000165916,-0.100877871,3074.795061,0.411444826
ENSG00000126698,-0.104340332,3204.88997,0.411700116
ENSG00000213047,0.144006861,145.5691019,0.411692644
ENSG00000125503,0.150532757,1909.165362,0.411754761
ENSG00000136451,0.158912438,1827.484352,0.411804769
ENSG00000143382,-0.158907519,214.5795039,0.411892954
ENSG00000250067,0.207131365,273.2981045,0.411924803
ENSG00000168944,-0.133400712,734.9771983,0.411993208
ENSG00000186272,-0.169542931,104.1662422,0.412080251
ENSG00000153037,-0.15970425,219.4762619,0.412037517
ENSG00000168826,0.150340819,140.3705441,0.412149924
ENSG00000187609,-0.177855858,329.3100499,0.412334582
ENSG00000080189,0.113364655,1274.087263,0.412412719
ENSG00000115884,0.183967717,2220.985717,0.412473601
ENSG00000165632,0.12437282,377.9788801,0.412497481
ENSG00000136807,-0.087317662,1679.377143,0.412572829
ENSG00000112200,-0.103096221,1455.912492,0.412625628
ENSG00000169436,0.097047115,244.1546605,0.412703629
ENSG00000066629,0.119112709,774.5664389,0.412733387
ENSG00000102385,0.214122934,86.88457085,0.412795956
ENSG00000011332,0.195865799,200.705829,0.412912564
ENSG00000182109,-0.212947999,87.58940741,0.412902044
ENSG00000143164,-0.133976544,457.8997566,0.413122915
ENSG00000031691,-0.14443001,556.9807919,0.413352839
ENSG00000153976,0.151230626,93.12846103,0.413421682
ENSG00000172554,-0.19545887,217.2279558,0.41341553
ENSG00000173559,0.177546918,88.26989232,0.41358404
ENSG00000259877,-0.156808505,106.2309669,0.413625564
ENSG00000156273,-0.142177178,1169.00351,0.413851301
ENSG00000077782,0.109472064,22947.88856,0.413790678
ENSG00000150394,0.171280357,330.7749574,0.41386553
ENSG00000148290,-0.089038038,833.955874,0.413855216
ENSG00000142197,-0.122664387,367.3656605,0.41388583
ENSG00000183421,0.178375558,198.249812,0.414139079
ENSG00000113328,-0.137837404,15086.52482,0.414159347
ENSG00000212916,-0.133519718,176.0305163,0.414346251
ENSG00000262194,0.175576809,54.38474566,0.414423617
ENSG00000175766,-0.20645389,46.61373468,0.414420648
ENSG00000130560,-0.11031713,1251.207325,0.414402196
ENSG00000142731,0.117020979,1485.913226,0.414292486
ENSG00000177570,-0.134522992,289.3894628,0.41457788
ENSG00000253854,0.21100675,77.10963611,0.414726216
ENSG00000110841,0.175816058,910.4648089,0.414777781
ENSG00000130758,-0.144085995,607.615926,0.415983098
ENSG00000266456,0.186495608,55.11396498,0.415377557
ENSG00000242715,-0.213557133,105.8741937,0.415278398
ENSG00000091039,0.128753667,2739.139237,0.415761029
ENSG00000115946,-0.141140293,737.4878216,0.41545328
ENSG00000213420,0.126934914,2977.432832,0.41615227
ENSG00000204347,0.213129523,429.3983618,0.415335815
ENSG00000169155,-0.123110568,540.6875135,0.415974957
ENSG00000189350,-0.213941756,64.03991844,0.416053786
ENSG00000026297,-0.156950333,336.0896608,0.415509256
ENSG00000156709,-0.102366744,1968.301905,0.415972735
ENSG00000249675,-0.210947017,73.53365067,0.41607288
ENSG00000197162,0.128096137,293.7838518,0.415127947
ENSG00000146122,0.205475898,138.8588759,0.416112204
ENSG00000134308,-0.129042825,11040.89242,0.415690798
ENSG00000184277,-0.181922448,720.0190901,0.415844257
ENSG00000267680,0.186255935,50.31428689,0.414923925
ENSG00000180739,0.199297188,136.5687648,0.415709483
ENSG00000153827,0.118454239,3864.121144,0.415351515
ENSG00000224870,-0.08971775,573.4562747,0.415516161
ENSG00000114529,0.164125814,404.0276393,0.415248847
ENSG00000124370,-0.150615497,192.3272312,0.415860965
ENSG00000162300,-0.186775554,49.93426206,0.415847859
ENSG00000197238,-0.211091338,53.56101479,0.415764321
ENSG00000163001,-0.119737078,673.9878767,0.415964716
ENSG00000166788,-0.107820646,1010.185061,0.416369509
ENSG00000082068,-0.121038443,891.729244,0.416412991
ENSG00000049130,0.156028491,555.4876323,0.416736546
ENSG00000154001,-0.114397462,2165.050815,0.416712125
ENSG00000110583,0.117448232,1606.369016,0.416760931
ENSG00000128309,-0.097837118,1706.785788,0.416749498
ENSG00000146476,-0.112051248,1801.872749,0.416631592
ENSG00000166136,0.159132487,119.691643,0.416913143
ENSG00000165288,0.162015536,2458.430537,0.417176848
ENSG00000115904,0.133543912,1471.234442,0.41729208
ENSG00000204536,-0.12996346,1780.194853,0.417420998
ENSG00000178531,-0.147300628,489.1089283,0.417389559
ENSG00000147799,0.110574964,437.7136412,0.417631302
ENSG00000108384,-0.116414234,318.9191756,0.417788915
ENSG00000095209,-0.168544536,957.1226376,0.417783659
ENSG00000175611,0.199064708,61.24301009,0.418121999
ENSG00000181396,-0.14785041,745.5908292,0.418213443
ENSG00000188883,0.163379374,339.753349,0.418350162
ENSG00000151503,0.142840449,1965.463097,0.418273638
ENSG00000261188,-0.141570813,181.9881049,0.41838117
ENSG00000185442,0.166806093,580.4135813,0.418424246
ENSG00000121716,0.203348452,170.5221056,0.418590953
ENSG00000113205,0.204323624,90.32722516,0.418749361
ENSG00000183655,-0.109143581,616.0464893,0.418794887
ENSG00000241839,0.110686261,705.8800259,0.419072887
ENSG00000136099,0.202376415,199.0456618,0.419087929
ENSG00000134508,-0.176131797,361.8791056,0.4189884
ENSG00000119771,0.144392036,184.7426369,0.419309522
ENSG00000161395,0.151325075,834.8770895,0.419245516
ENSG00000156976,-0.109504032,14942.6135,0.419281248
ENSG00000188730,-0.210734035,52.32545816,0.419520329
ENSG00000234449,-0.212367834,124.1535865,0.41950143
ENSG00000178878,0.211998184,104.0374605,0.419371505
ENSG00000112977,-0.113182405,1164.772362,0.41946775
ENSG00000258890,0.10380993,1464.639656,0.41962756
ENSG00000151743,-0.156364948,117.9560795,0.420024341
ENSG00000231025,-0.151264617,198.1856851,0.419991426
ENSG00000168411,-0.117591045,3430.496084,0.420027837
ENSG00000184661,0.120649963,1456.262647,0.419904458
ENSG00000196981,-0.141861129,180.3966094,0.41993866
ENSG00000143436,-0.115524212,582.4181201,0.419864718
ENSG00000067182,0.144354789,1610.220627,0.419897785
ENSG00000151718,0.120227516,3948.53904,0.420105952
ENSG00000138381,-0.120532085,1125.799351,0.420346633
ENSG00000176890,-0.154915728,888.100313,0.420504039
ENSG00000172270,-0.121990359,29558.28823,0.420920354
ENSG00000160606,0.175360032,485.6422336,0.420776265
ENSG00000198522,-0.105292314,988.0252951,0.420573576
ENSG00000144366,0.131896277,3381.515927,0.420930893
ENSG00000165355,-0.128133748,454.0908038,0.420825949
ENSG00000241956,0.18140367,48.8860395,0.420697888
ENSG00000113732,-0.188868898,1374.533563,0.420854014
ENSG00000167792,-0.100149295,2182.737539,0.420860259
ENSG00000099797,-0.140182894,2517.130179,0.421548791
ENSG00000005471,-0.189846367,56.56154433,0.421969037
ENSG00000169371,-0.147149329,178.0856019,0.421724926
ENSG00000267270,0.178624078,52.85477818,0.421956387
ENSG00000110172,0.124446059,2053.355944,0.421776835
ENSG00000196502,0.203584402,189.1047314,0.421919577
ENSG00000086589,0.089798215,998.5464295,0.421852279
ENSG00000106976,0.106392612,1510.096077,0.421988716
ENSG00000153363,0.155539544,119.1229012,0.422167264
ENSG00000198894,0.148496943,891.3038731,0.422255488
ENSG00000082014,0.1640587,240.1687843,0.422439232
ENSG00000132825,0.20120367,71.38477893,0.422474977
ENSG00000215908,-0.162412488,830.1887229,0.422492138
ENSG00000166452,-0.149747607,375.2618261,0.422523156
ENSG00000130304,-0.144126711,490.6485455,0.422394232
ENSG00000204435,-0.162891533,174.5624178,0.422311055
ENSG00000105928,-0.14170686,218.0291548,0.422601098
ENSG00000105397,0.112807459,837.1120949,0.422808417
ENSG00000073711,-0.114200868,801.735695,0.422920649
ENSG00000157657,0.122393838,1564.556743,0.422957431
ENSG00000133640,0.202088131,56.39262473,0.423027251
ENSG00000101464,0.096613041,1367.873906,0.423119177
ENSG00000154328,-0.160562074,506.2906839,0.423253638
ENSG00000138674,-0.105416328,2669.456707,0.423326604
ENSG00000120057,-0.209415633,115.8753974,0.423549704
ENSG00000008294,0.135870797,3025.490394,0.423442666
ENSG00000185928,0.159597916,327.1013946,0.423541758
ENSG00000185189,0.129986985,684.3277111,0.423540058
ENSG00000223591,-0.163270163,145.9091696,0.424356332
ENSG00000076928,0.106889069,1374.873927,0.424230401
ENSG00000176273,0.172699736,372.3733874,0.423943261
ENSG00000089234,-0.112806499,710.1013993,0.424246724
ENSG00000100284,-0.105418084,508.8354188,0.424174517
ENSG00000167034,-0.205658317,53.09082179,0.424267879
ENSG00000149657,-0.085716531,2384.052038,0.424407518
ENSG00000240694,0.191029569,345.6841181,0.424120438
ENSG00000116176,0.164300575,58.60522,0.424061565
ENSG00000235026,-0.205006661,58.76826028,0.424108437
ENSG00000171202,-0.139032068,449.0648787,0.42434468
ENSG00000127947,0.086967689,4394.711237,0.424180465
ENSG00000125637,-0.188986522,58.82607881,0.424302423
ENSG00000131558,-0.178345599,1940.918524,0.424434763
ENSG00000180758,-0.14888903,148.4667966,0.424509141
ENSG00000234072,0.105366999,707.4147049,0.424625341
ENSG00000164056,0.1691586,972.1720393,0.42517716
ENSG00000073605,0.160038656,677.1973373,0.425385484
ENSG00000211459,0.197902768,28672.03886,0.425646854
ENSG00000173085,-0.146044841,595.0693248,0.425674026
ENSG00000213516,-0.158377709,771.0086969,0.425556465
ENSG00000138030,-0.163595482,172.8039635,0.42560112
ENSG00000125285,-0.203369492,742.4559537,0.425932621
ENSG00000171551,-0.208153134,394.4164387,0.425995885
ENSG00000124459,0.149877616,377.0415598,0.425872213
ENSG00000261963,-0.193276984,49.54167512,0.426027558
ENSG00000108474,0.118892337,495.9725079,0.426098467
ENSG00000159202,-0.114038002,2437.196433,0.426511081
ENSG00000204791,-0.199488541,48.70433342,0.426496708
ENSG00000120137,0.159710391,4124.140755,0.426422207
ENSG00000255318,-0.198488607,112.3397753,0.426430321
ENSG00000259820,0.167465961,311.8574137,0.426750469
ENSG00000244754,0.088574194,1576.099874,0.426942633
ENSG00000155111,-0.162866154,587.9556237,0.427184848
ENSG00000250320,0.199796364,51.23737507,0.427357296
ENSG00000263142,0.184344063,155.8507309,0.427709153
ENSG00000229271,-0.202973968,50.20069222,0.427962554
ENSG00000271975,-0.141392292,114.0753793,0.427962419
ENSG00000134013,0.102373433,2548.13626,0.427828639
ENSG00000120256,-0.163864764,1194.023944,0.427879405
ENSG00000145388,-0.109066005,942.1659515,0.428164904
ENSG00000100036,-0.14519224,257.2458264,0.428263762
ENSG00000159259,-0.123319803,816.6534188,0.428610728
ENSG00000066654,-0.0912764,2356.471916,0.428855431
ENSG00000155313,-0.131879352,1616.586345,0.428904535
ENSG00000166188,-0.1251625,185.3601052,0.42898165
ENSG00000272163,-0.170143813,73.29159433,0.429115963
ENSG00000170545,-0.160575954,92.43901065,0.429200625
ENSG00000130856,-0.131378168,638.7836672,0.429271286
ENSG00000105376,-0.199159144,131.9075712,0.429341736
ENSG00000205726,0.099880581,3742.75259,0.429443528
ENSG00000068028,0.121601549,438.1906077,0.429513411
ENSG00000197582,0.121078405,47.11692742,0.429793663
ENSG00000071246,0.200608983,446.8729645,0.429972777
ENSG00000146733,-0.150348305,892.2384648,0.430042565
ENSG00000163462,0.160188532,827.2225007,0.430336465
ENSG00000122068,-0.160225401,637.5365643,0.430365386
ENSG00000125877,-0.105827407,954.4661644,0.430450855
ENSG00000104983,-0.159985955,243.999436,0.430549799
ENSG00000164296,-0.180886251,72.41157919,0.430558692
ENSG00000185745,-0.17804972,115.7880429,0.430615042
ENSG00000087299,-0.123388996,684.4190442,0.430696054
ENSG00000157837,-0.132721064,1647.748655,0.430847733
ENSG00000114854,0.190751814,66.89789826,0.43090785
ENSG00000204406,-0.16793156,388.2279892,0.431144801
ENSG00000080493,0.196622929,96.52663413,0.431047618
ENSG00000096384,-0.100155823,74627.0751,0.431133681
ENSG00000108839,-0.180397617,56.8801775,0.431439854
ENSG00000236200,0.160769884,57.78442981,0.431533451
ENSG00000110367,-0.114934714,3294.459009,0.431491471
ENSG00000149054,0.148261906,332.5190103,0.431563586
ENSG00000141646,-0.089722107,2430.089545,0.431488391
ENSG00000145335,-0.15655265,330.1678915,0.431818979
ENSG00000149679,-0.152153943,488.105791,0.431809596
ENSG00000133256,-0.137990254,358.5263132,0.431906691
ENSG00000105479,-0.205551285,122.4684726,0.431959964
ENSG00000164405,-0.149286093,532.409624,0.432199694
ENSG00000196357,-0.175094185,57.7626372,0.432336712
ENSG00000251369,0.103705001,475.7673975,0.432610244
ENSG00000213888,-0.176461466,100.3770478,0.432607934
ENSG00000105755,-0.179546374,126.1245608,0.43254142
ENSG00000145016,0.093193291,491.2328774,0.432695792
ENSG00000189339,0.145193856,3046.630715,0.432645865
ENSG00000140854,0.109266965,981.5555189,0.432753531
ENSG00000005436,-0.110558521,556.1632286,0.432864528
ENSG00000173818,0.139982313,301.0713893,0.433045363
ENSG00000056558,0.151121955,210.1420022,0.432996352
ENSG00000167536,0.153549075,264.5557959,0.434144283
ENSG00000147485,0.205694989,117.5432866,0.43428166
ENSG00000272269,-0.167364374,76.90897569,0.434329326
ENSG00000161860,0.178371806,58.00718997,0.434267142
ENSG00000267278,0.192620546,59.60119618,0.433559312
ENSG00000008083,-0.086548378,9122.431387,0.434013577
ENSG00000164638,-0.135113292,554.9566094,0.433920083
ENSG00000197415,0.186675916,220.0558708,0.434252116
ENSG00000067113,-0.198217274,722.4057639,0.433784619
ENSG00000011198,0.169247852,309.7657339,0.43322304
ENSG00000141337,-0.182529438,139.5981625,0.433627561
ENSG00000197780,-0.127566548,424.9146849,0.434029109
ENSG00000132305,0.141536684,2928.336862,0.434325102
ENSG00000090661,-0.147702152,1707.844542,0.434061548
ENSG00000135736,-0.143787286,238.3198489,0.433892715
ENSG00000105894,0.150034502,3559.517731,0.433398331
ENSG00000053770,-0.099820123,1040.151883,0.433339098
ENSG00000175928,0.161961724,12356.06924,0.434316885
ENSG00000172889,-0.159236738,1059.545774,0.433625017
ENSG00000214765,0.094668867,435.9012742,0.433461707
ENSG00000125885,0.153898564,1368.764783,0.433909612
ENSG00000163293,-0.192216929,282.77783,0.43344698
ENSG00000162522,-0.13517592,2928.712125,0.433743133
ENSG00000101019,0.115434692,1737.517577,0.434326078
ENSG00000101079,-0.107104636,948.2309903,0.434510983
ENSG00000182831,-0.116185485,1382.850194,0.434599122
ENSG00000069869,0.149686624,596.6739171,0.434857287
ENSG00000145147,0.203318576,699.7727939,0.434865241
ENSG00000175283,0.174722146,747.0823057,0.434895857
ENSG00000143429,-0.205481886,115.6667403,0.43497068
ENSG00000167193,-0.114653501,1926.821435,0.43468745
ENSG00000035403,0.137137162,13819.30284,0.434967288
ENSG00000169016,-0.115675904,580.1503906,0.434941505
ENSG00000176274,-0.1111521,221.9204319,0.435110115
ENSG00000143952,-0.116101751,852.5014557,0.435116021
ENSG00000102109,-0.201433476,134.0537657,0.435484241
ENSG00000134255,0.13742845,704.7903726,0.435409643
ENSG00000104824,-0.107265739,7930.317543,0.435458107
ENSG00000136986,0.139079569,1986.016888,0.435614874
ENSG00000135828,0.186345924,57.50572794,0.435833125
ENSG00000162408,0.117179448,642.0755578,0.435849851
ENSG00000051341,-0.101898858,1177.48201,0.435753582
ENSG00000182575,0.142906968,203.6571423,0.435974947
ENSG00000163930,0.096347277,2464.116618,0.435985415
ENSG00000112578,-0.121034608,859.3148977,0.436148947
ENSG00000136247,-0.113912462,580.4730268,0.436119554
ENSG00000267199,0.192797427,50.24288072,0.436305781
ENSG00000107815,-0.126514751,1099.050711,0.436478443
ENSG00000172062,-0.159121584,374.6018194,0.436422117
ENSG00000163827,-0.185395224,244.4310941,0.436435522
ENSG00000215883,0.135552634,171.9321042,0.43654502
ENSG00000273344,-0.135745148,400.6901428,0.437067476
ENSG00000185650,-0.148637657,4483.899817,0.436915203
ENSG00000072657,-0.203921763,87.47899757,0.437054057
ENSG00000183943,-0.195484056,3760.321366,0.437082867
ENSG00000142556,-0.116466752,698.4377962,0.436942799
ENSG00000163624,0.159465104,925.1584877,0.436895659
ENSG00000180573,0.189055834,177.4589476,0.436873952
ENSG00000196730,0.130219141,3338.023366,0.437288185
ENSG00000110851,-0.115187091,580.2200802,0.437386426
ENSG00000197768,0.195599615,45.59896199,0.43752089
ENSG00000228252,0.203101682,46.43594113,0.437580442
ENSG00000164031,-0.098815798,1471.243302,0.437765262
ENSG00000215271,-0.131949112,416.9568424,0.437814692
ENSG00000138443,-0.10685139,5300.699863,0.437656178
ENSG00000075340,0.13612445,5242.224652,0.437863329
ENSG00000105619,-0.1293562,221.5176326,0.437804832
ENSG00000186522,-0.140505707,2875.98936,0.437920714
ENSG00000175106,0.17097788,49.77760104,0.438077237
ENSG00000214046,-0.120925193,525.1442364,0.438079587
ENSG00000112137,0.153605601,156.3456503,0.438098632
ENSG00000113296,0.153232938,897.5820993,0.438329324
ENSG00000160917,-0.092327696,1373.586308,0.438400289
ENSG00000143476,-0.121742592,1858.973421,0.438520262
ENSG00000054267,-0.100131828,1436.02365,0.438481397
ENSG00000272654,-0.170807656,71.78110961,0.438692599
ENSG00000138468,0.128263845,490.472891,0.439017673
ENSG00000167733,-0.151387511,262.0671903,0.439225669
ENSG00000221946,-0.198474246,73.99622002,0.43929477
ENSG00000102805,0.102714488,326.1589642,0.439089048
ENSG00000055211,-0.107236029,891.4662756,0.438830968
ENSG00000147231,-0.165943587,227.5999476,0.438918305
ENSG00000198399,-0.142236038,573.3419516,0.439238937
ENSG00000146416,-0.191429619,1042.226336,0.439101168
ENSG00000168876,-0.143476471,274.8868477,0.439298481
ENSG00000140105,0.139684111,1994.523659,0.438946002
ENSG00000196323,0.113208042,3853.688985,0.439364643
ENSG00000134291,0.102273024,662.3711495,0.439431442
ENSG00000107021,-0.120511805,859.3137537,0.439619373
ENSG00000126522,0.113931493,374.8549938,0.439618993
ENSG00000255389,-0.192485015,62.81967169,0.439730496
ENSG00000173805,-0.160695189,192.0276437,0.4405947
ENSG00000145736,-0.190403541,286.9197588,0.440326651
ENSG00000143190,-0.088952081,2986.051959,0.440425804
ENSG00000169884,-0.197529134,64.25380493,0.440466554
ENSG00000100578,0.164445602,756.1377661,0.44008172
ENSG00000064932,-0.110058867,1109.048675,0.440327959
ENSG00000128059,-0.119770941,2907.401669,0.440423171
ENSG00000186283,-0.152968484,1122.820825,0.440514189
